"22.04 10:54:03,010|" initCMEM hat status: input: RemTime: 4000, Datei: 'cmem.log'. 
"22.04 10:55:01,120|" clientIsValid hat status: input: ClientSecs: 851295, RemTime: 4000. 
"22.04 10:55:01,120|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:01,120|" getClientNNr hat status: ClientIsValid: {<7602.108.0>,{1492,851295,660000},587}. 
"22.04 10:55:01,120|" getClientNNr hat status: ExpectedNNR Result: 588. 
"22.04 10:55:01,151|" updateClient hat status: input: ClientId: <7602.108.0>, NNr: 0. 
"22.04 10:55:01,151|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:01,261|" getClientNNr hat status: input: ClientId: <7602.107.0>. 
"22.04 10:55:01,261|" getClient hat status: Client gefunden. 
"22.04 10:55:01,261|" clientIsValid hat status: input: ClientSecs: 851295, RemTime: 4000. 
"22.04 10:55:01,261|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:01,261|" getClientNNr hat status: ClientIsValid: {<7602.107.0>,{1492,851295,707000},587}. 
"22.04 10:55:01,261|" getClientNNr hat status: ExpectedNNR Result: 588. 
"22.04 10:55:01,276|" updateClient hat status: input: ClientId: <7602.107.0>, NNr: 0. 
"22.04 10:55:01,276|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:02,492|" getClientNNr hat status: input: ClientId: <7602.83.0>. 
"22.04 10:55:02,492|" getClient hat status: Client gefunden. 
"22.04 10:55:02,492|" clientIsValid hat status: input: ClientSecs: 851296, RemTime: 4000. 
"22.04 10:55:02,492|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:02,492|" getClientNNr hat status: ClientIsValid: {<7602.83.0>,{1492,851296,971000},0}. 
"22.04 10:55:02,492|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:02,508|" updateClient hat status: input: ClientId: <7602.83.0>, NNr: 785. 
"22.04 10:55:02,508|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:02,992|" getClientNNr hat status: input: ClientId: <7602.87.0>. 
"22.04 10:55:02,992|" getClient hat status: Client gefunden. 
"22.04 10:55:02,992|" clientIsValid hat status: input: ClientSecs: 851297, RemTime: 4000. 
"22.04 10:55:02,992|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:02,992|" getClientNNr hat status: ClientIsValid: {<7602.87.0>,{1492,851297,688000},0}. 
"22.04 10:55:02,992|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:03,008|" updateClient hat status: input: ClientId: <7602.87.0>, NNr: 799. 
"22.04 10:55:03,008|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:03,024|" getClientNNr hat status: input: ClientId: <7602.81.0>. 
"22.04 10:55:03,024|" getClient hat status: Client gefunden. 
"22.04 10:55:03,024|" clientIsValid hat status: input: ClientSecs: 851297, RemTime: 4000. 
"22.04 10:55:03,038|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:03,038|" getClientNNr hat status: ClientIsValid: {<7602.81.0>,{1492,851297,735000},0}. 
"22.04 10:55:03,038|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:03,038|" updateClient hat status: input: ClientId: <7602.81.0>, NNr: 799. 
"22.04 10:55:03,038|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:03,336|" getClientNNr hat status: input: ClientId: <7602.84.0>. 
"22.04 10:55:03,336|" getClient hat status: Client gefunden. 
"22.04 10:55:03,336|" clientIsValid hat status: input: ClientSecs: 851298, RemTime: 4000. 
"22.04 10:55:03,336|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:03,336|" getClientNNr hat status: ClientIsValid: {<7602.84.0>,{1492,851298,0},0}. 
"22.04 10:55:03,336|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:03,351|" updateClient hat status: input: ClientId: <7602.84.0>, NNr: 805. 
"22.04 10:55:03,351|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:03,585|" getClientNNr hat status: input: ClientId: <7602.80.0>. 
"22.04 10:55:03,585|" getClient hat status: Client gefunden. 
"22.04 10:55:03,585|" clientIsValid hat status: input: ClientSecs: 851298, RemTime: 4000. 
"22.04 10:55:03,585|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:03,585|" getClientNNr hat status: ClientIsValid: {<7602.80.0>,{1492,851298,219000},0}. 
"22.04 10:55:03,585|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:03,927|" updateClient hat status: input: ClientId: <7602.80.0>, NNr: 816. 
"22.04 10:55:03,927|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:03,975|" getClientNNr hat status: input: ClientId: <7602.79.0>. 
"22.04 10:55:03,975|" getClient hat status: Client gefunden. 
"22.04 10:55:03,975|" clientIsValid hat status: input: ClientSecs: 851298, RemTime: 4000. 
"22.04 10:55:03,975|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:03,975|" getClientNNr hat status: ClientIsValid: {<7602.79.0>,{1492,851298,437000},0}. 
"22.04 10:55:03,975|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:03,991|" updateClient hat status: input: ClientId: <7602.79.0>, NNr: 816. 
"22.04 10:55:03,991|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:04,084|" getClientNNr hat status: input: ClientId: <7602.82.0>. 
"22.04 10:55:04,084|" getClient hat status: Client gefunden. 
"22.04 10:55:04,084|" clientIsValid hat status: input: ClientSecs: 851298, RemTime: 4000. 
"22.04 10:55:04,084|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:04,084|" getClientNNr hat status: ClientIsValid: {<7602.82.0>,{1492,851298,531000},0}. 
"22.04 10:55:04,084|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:04,100|" updateClient hat status: input: ClientId: <7602.82.0>, NNr: 852. 
"22.04 10:55:04,100|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:04,365|" getClientNNr hat status: input: ClientId: <7602.86.0>. 
"22.04 10:55:04,365|" getClient hat status: Client gefunden. 
"22.04 10:55:04,365|" clientIsValid hat status: input: ClientSecs: 851298, RemTime: 4000. 
"22.04 10:55:04,365|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:04,365|" getClientNNr hat status: ClientIsValid: {<7602.86.0>,{1492,851298,734000},0}. 
"22.04 10:55:04,365|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:04,381|" updateClient hat status: input: ClientId: <7602.86.0>, NNr: 852. 
"22.04 10:55:04,381|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:04,568|" getClientNNr hat status: input: ClientId: <7602.88.0>. 
"22.04 10:55:04,568|" getClient hat status: Client gefunden. 
"22.04 10:55:04,568|" clientIsValid hat status: input: ClientSecs: 851299, RemTime: 4000. 
"22.04 10:55:04,568|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:04,568|" getClientNNr hat status: ClientIsValid: {<7602.88.0>,{1492,851299,77000},0}. 
"22.04 10:55:04,568|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:04,568|" updateClient hat status: input: ClientId: <7602.88.0>, NNr: 852. 
"22.04 10:55:04,568|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:04,833|" getClientNNr hat status: input: ClientId: <7602.95.0>. 
"22.04 10:55:04,833|" getClient hat status: Client gefunden. 
"22.04 10:55:04,833|" clientIsValid hat status: input: ClientSecs: 851299, RemTime: 4000. 
"22.04 10:55:04,833|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:04,833|" getClientNNr hat status: ClientIsValid: {<7602.95.0>,{1492,851299,389000},0}. 
"22.04 10:55:04,833|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:04,863|" updateClient hat status: input: ClientId: <7602.95.0>, NNr: 852. 
"22.04 10:55:04,863|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:05,286|" getClientNNr hat status: input: ClientId: <7602.91.0>. 
"22.04 10:55:05,286|" getClient hat status: Client gefunden. 
"22.04 10:55:05,286|" clientIsValid hat status: input: ClientSecs: 851299, RemTime: 4000. 
"22.04 10:55:05,286|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:05,286|" getClientNNr hat status: ClientIsValid: {<7602.91.0>,{1492,851299,857000},0}. 
"22.04 10:55:05,286|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:05,286|" updateClient hat status: input: ClientId: <7602.91.0>, NNr: 852. 
"22.04 10:55:05,286|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:05,316|" getClientNNr hat status: input: ClientId: <7602.89.0>. 
"22.04 10:55:05,316|" getClient hat status: Client gefunden. 
"22.04 10:55:05,316|" clientIsValid hat status: input: ClientSecs: 851299, RemTime: 4000. 
"22.04 10:55:05,316|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:05,316|" getClientNNr hat status: ClientIsValid: {<7602.89.0>,{1492,851299,904000},0}. 
"22.04 10:55:05,316|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:05,347|" updateClient hat status: input: ClientId: <7602.89.0>, NNr: 852. 
"22.04 10:55:05,347|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:05,676|" getClientNNr hat status: input: ClientId: <7602.99.0>. 
"22.04 10:55:05,676|" getClient hat status: Client gefunden. 
"22.04 10:55:05,676|" clientIsValid hat status: input: ClientSecs: 851300, RemTime: 4000. 
"22.04 10:55:05,676|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:05,676|" getClientNNr hat status: ClientIsValid: {<7602.99.0>,{1492,851300,340000},0}. 
"22.04 10:55:05,676|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:05,894|" updateClient hat status: input: ClientId: <7602.99.0>, NNr: 868. 
"22.04 10:55:05,894|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:05,910|" getClientNNr hat status: input: ClientId: <7602.96.0>. 
"22.04 10:55:05,910|" getClient hat status: Client gefunden. 
"22.04 10:55:05,910|" clientIsValid hat status: input: ClientSecs: 851300, RemTime: 4000. 
"22.04 10:55:05,910|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:05,910|" getClientNNr hat status: ClientIsValid: {<7602.96.0>,{1492,851300,325000},0}. 
"22.04 10:55:05,910|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:05,925|" updateClient hat status: input: ClientId: <7602.96.0>, NNr: 868. 
"22.04 10:55:05,925|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:06,050|" getClientNNr hat status: input: ClientId: <7602.106.0>. 
"22.04 10:55:06,050|" getClient hat status: Client gefunden. 
"22.04 10:55:06,050|" clientIsValid hat status: input: ClientSecs: 851300, RemTime: 4000. 
"22.04 10:55:06,050|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:06,050|" getClientNNr hat status: ClientIsValid: {<7602.106.0>,{1492,851300,403000},0}. 
"22.04 10:55:06,050|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:06,066|" updateClient hat status: input: ClientId: <7602.106.0>, NNr: 868. 
"22.04 10:55:06,066|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:06,081|" getClientNNr hat status: input: ClientId: <7602.90.0>. 
"22.04 10:55:06,081|" getClient hat status: Client gefunden. 
"22.04 10:55:06,081|" clientIsValid hat status: input: ClientSecs: 851300, RemTime: 4000. 
"22.04 10:55:06,081|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:06,081|" getClientNNr hat status: ClientIsValid: {<7602.90.0>,{1492,851300,465000},0}. 
"22.04 10:55:06,081|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:06,097|" updateClient hat status: input: ClientId: <7602.90.0>, NNr: 868. 
"22.04 10:55:06,097|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:06,097|" getClientNNr hat status: input: ClientId: <7602.102.0>. 
"22.04 10:55:06,097|" getClient hat status: Client gefunden. 
"22.04 10:55:06,097|" clientIsValid hat status: input: ClientSecs: 851300, RemTime: 4000. 
"22.04 10:55:06,097|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:06,097|" getClientNNr hat status: ClientIsValid: {<7602.102.0>,{1492,851300,434000},0}. 
"22.04 10:55:06,097|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:06,112|" updateClient hat status: input: ClientId: <7602.102.0>, NNr: 868. 
"22.04 10:55:06,112|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:06,143|" getClientNNr hat status: input: ClientId: <7602.103.0>. 
"22.04 10:55:06,143|" getClient hat status: Client gefunden. 
"22.04 10:55:06,143|" clientIsValid hat status: input: ClientSecs: 851300, RemTime: 4000. 
"22.04 10:55:06,143|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:06,143|" getClientNNr hat status: ClientIsValid: {<7602.103.0>,{1492,851300,496000},0}. 
"22.04 10:55:06,143|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:06,159|" updateClient hat status: input: ClientId: <7602.103.0>, NNr: 868. 
"22.04 10:55:06,159|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:06,189|" getClientNNr hat status: input: ClientId: <7602.97.0>. 
"22.04 10:55:06,189|" getClient hat status: Client gefunden. 
"22.04 10:55:06,189|" clientIsValid hat status: input: ClientSecs: 851300, RemTime: 4000. 
"22.04 10:55:06,189|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:06,189|" getClientNNr hat status: ClientIsValid: {<7602.97.0>,{1492,851300,652000},0}. 
"22.04 10:55:06,189|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:06,423|" updateClient hat status: input: ClientId: <7602.97.0>, NNr: 877. 
"22.04 10:55:06,423|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:06,423|" getClientNNr hat status: input: ClientId: <7602.100.0>. 
"22.04 10:55:06,423|" getClient hat status: Client gefunden. 
"22.04 10:55:06,423|" clientIsValid hat status: input: ClientSecs: 851300, RemTime: 4000. 
"22.04 10:55:06,423|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:06,423|" getClientNNr hat status: ClientIsValid: {<7602.100.0>,{1492,851300,621000},0}. 
"22.04 10:55:06,423|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:06,423|" updateClient hat status: input: ClientId: <7602.100.0>, NNr: 877. 
"22.04 10:55:06,423|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:06,502|" getClientNNr hat status: input: ClientId: <7602.104.0>. 
"22.04 10:55:06,502|" getClient hat status: Client gefunden. 
"22.04 10:55:06,502|" clientIsValid hat status: input: ClientSecs: 851300, RemTime: 4000. 
"22.04 10:55:06,502|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:06,502|" getClientNNr hat status: ClientIsValid: {<7602.104.0>,{1492,851300,762000},0}. 
"22.04 10:55:06,502|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:06,518|" updateClient hat status: input: ClientId: <7602.104.0>, NNr: 877. 
"22.04 10:55:06,518|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:06,564|" getClientNNr hat status: input: ClientId: <7602.92.0>. 
"22.04 10:55:06,564|" getClient hat status: Client gefunden. 
"22.04 10:55:06,564|" clientIsValid hat status: input: ClientSecs: 851301, RemTime: 4000. 
"22.04 10:55:06,564|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:06,564|" getClientNNr hat status: ClientIsValid: {<7602.92.0>,{1492,851301,89000},0}. 
"22.04 10:55:06,564|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:06,580|" updateClient hat status: input: ClientId: <7602.92.0>, NNr: 877. 
"22.04 10:55:06,580|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:06,596|" getClientNNr hat status: input: ClientId: <7602.93.0>. 
"22.04 10:55:06,596|" getClient hat status: Client gefunden. 
"22.04 10:55:06,596|" clientIsValid hat status: input: ClientSecs: 851301, RemTime: 4000. 
"22.04 10:55:06,596|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:06,596|" getClientNNr hat status: ClientIsValid: {<7602.93.0>,{1492,851301,105000},0}. 
"22.04 10:55:06,596|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:06,612|" updateClient hat status: input: ClientId: <7602.93.0>, NNr: 877. 
"22.04 10:55:06,612|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:06,612|" getClientNNr hat status: input: ClientId: <7602.108.0>. 
"22.04 10:55:06,612|" getClient hat status: Client gefunden. 
"22.04 10:55:06,612|" clientIsValid hat status: input: ClientSecs: 851301, RemTime: 4000. 
"22.04 10:55:06,612|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:06,612|" getClientNNr hat status: ClientIsValid: {<7602.108.0>,{1492,851301,152000},0}. 
"22.04 10:55:06,612|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:06,627|" updateClient hat status: input: ClientId: <7602.108.0>, NNr: 877. 
"22.04 10:55:06,627|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:06,814|" getClientNNr hat status: input: ClientId: <7602.107.0>. 
"22.04 10:55:06,814|" getClient hat status: Client gefunden. 
"22.04 10:55:06,814|" clientIsValid hat status: input: ClientSecs: 851301, RemTime: 4000. 
"22.04 10:55:06,814|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:06,814|" getClientNNr hat status: ClientIsValid: {<7602.107.0>,{1492,851301,276000},0}. 
"22.04 10:55:06,814|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:06,830|" updateClient hat status: input: ClientId: <7602.107.0>, NNr: 886. 
"22.04 10:55:06,830|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:07,922|" getClientNNr hat status: input: ClientId: <7602.83.0>. 
"22.04 10:55:07,922|" getClient hat status: Client gefunden. 
"22.04 10:55:07,922|" clientIsValid hat status: input: ClientSecs: 851302, RemTime: 4000. 
"22.04 10:55:07,922|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:07,922|" getClientNNr hat status: ClientIsValid: {<7602.83.0>,{1492,851302,509000},785}. 
"22.04 10:55:07,922|" getClientNNr hat status: ExpectedNNR Result: 786. 
"22.04 10:55:07,952|" updateClient hat status: input: ClientId: <7602.83.0>, NNr: 0. 
"22.04 10:55:07,952|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:08,250|" getClientNNr hat status: input: ClientId: <7602.87.0>. 
"22.04 10:55:08,250|" getClient hat status: Client gefunden. 
"22.04 10:55:08,250|" clientIsValid hat status: input: ClientSecs: 851303, RemTime: 4000. 
"22.04 10:55:08,250|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:08,250|" getClientNNr hat status: ClientIsValid: {<7602.87.0>,{1492,851303,8000},799}. 
"22.04 10:55:08,250|" getClientNNr hat status: ExpectedNNR Result: 800. 
"22.04 10:55:08,250|" updateClient hat status: input: ClientId: <7602.87.0>, NNr: 0. 
"22.04 10:55:08,250|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:08,296|" getClientNNr hat status: input: ClientId: <7602.81.0>. 
"22.04 10:55:08,296|" getClient hat status: Client gefunden. 
"22.04 10:55:08,296|" clientIsValid hat status: input: ClientSecs: 851303, RemTime: 4000. 
"22.04 10:55:08,296|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:08,296|" getClientNNr hat status: ClientIsValid: {<7602.81.0>,{1492,851303,39000},799}. 
